location,distance(kpc),SMA(au),eccentricity,m1/m_sun,m2/m_sun,SNR(10yr)
ngc104,4.1,0.011020274,0.28034861,13.537008,15.995417,94.83129375447143
ngc5139,4.9,0.06332022,0.89694077,23.317542,18.594739,107.60218625709314
ngc6341,8,0.007504913,0.16706345,9.9200826,11.304925,54.10611420146318
ngc362,8,0.007504913,0.16706345,9.9200826,11.304925,54.10611420146318
ngc5286,11.3,0.007504913,0.16706345,9.9200826,11.304925,38.305213593956225
ngc6356,13.8,0.007504913,0.16706345,9.9200826,11.304925,31.365863305196047
ngc6864,17.7,0.007504913,0.16706345,9.9200826,11.304925,24.45474088201726
ngc104,4.1,0.048107155,0.71335537,17.517704,13.73877,6.572312582771592
ngc6266,6.6,0.048107155,0.71335537,17.517704,13.73877,4.082800240812652
ngc6522,6.8,0.079168342,0.92679063,9.4306942,7.2883948,6.187108226788223
ngc7078,10,0.24005661,0.96679136,16.483984,17.587474,5.76647204737129
ngc2419,90.4,0.06332022,0.89694077,23.317542,18.594739,5.8324193878291695
ngc104,4.1,0.29169745,0.96062885,16.21441,17.826802,4.186859947503672
ngc6441,9.2,0.17671178,0.93654151,20.260001,17.613668,3.9538097778451364
ngc6325,9,0.079168342,0.92679063,9.4306942,7.2883948,4.67470399357333
ngc5139,4.9,0.1011963,0.8378624,19.087006,16.587566,2.7023850799288485
ngc6453,10.5,0.079168342,0.92679063,9.4306942,7.2883948,4.0068891373485735
ngc6539,7.5,0.15267674,0.93311254,14.400859,13.273647,2.8785467828455915
ngc6266,6.6,0.29169745,0.96062885,16.21441,17.826802,2.6009281492068266
ngc6402,8.4,0.15267674,0.93311254,14.400859,13.273647,2.5701310561121327
ngc6266,6.6,0.14960059,0.91747137,13.537008,15.995417,2.2289620000439463
ngc6266,6.6,0.14960059,0.91747137,13.537008,15.995417,2.2289620000439463
ngc6626,5.5,0.9797678,0.9948976,8.9802543,10.655065,3.1412333004823
ngc6266,6.6,0.11151302,0.86778733,17.517704,13.73877,1.8010826663484365
ngc5139,4.9,0.20432259,0.91717555,19.087006,16.587566,1.4647058160586248
ngc6388,10.9,0.065395909,0.71886112,19.041063,18.521494,1.2609811871304453
ngc6541,7.2,0.9797678,0.9948976,8.9802543,10.655065,2.3995532156462014
ngc6626,5.5,0.081597879,0.79616015,21.910172,7.6559795,1.1394510504403954
ngc6626,5.5,0.081597879,0.79616015,21.910172,7.6559795,1.1394510504403954
ngc6626,5.5,0.081597879,0.79616015,21.910172,7.6559795,1.1394510504403954
ngc104,4.1,0.26221303,0.90502234,17.974388,32.031457,0.9020019088876182
ngc6139,9.1,0.9797678,0.9948976,8.9802543,10.655065,1.8985475991925986
ngc6139,9.1,0.9797678,0.9948976,8.9802543,10.655065,1.8985475991925986
ngc6139,9.1,0.9797678,0.9948976,8.9802543,10.655065,1.8985475991925986
ngc5986,10,0.15104287,0.91045345,14.75027,14.868473,1.1027235198412633
ngc104,4.1,0.25398994,0.92509128,18.814877,15.582771,0.8610979276705797
ngc7078,10,0.11987148,0.80074384,17.974388,32.031457,0.7516635825933566
ngc6517,10.1,0.9797678,0.9948976,8.9802543,10.655065,1.7105725893715495
ngc6517,10.1,0.9797678,0.9948976,8.9802543,10.655065,1.7105725893715495
ngc6517,10.1,0.9797678,0.9948976,8.9802543,10.655065,1.7105725893715495
ngc6440,7.5,0.081597879,0.79616015,21.910172,7.6559795,0.8355974369896237
ngc6440,7.5,0.081597879,0.79616015,21.910172,7.6559795,0.8355974369896237
Djor2,13.2,0.15104287,0.91045345,14.75027,14.868473,0.835396605940351
ngc6266,6.6,0.26221303,0.90502234,17.974388,32.031457,0.5603345191574594
ngc6402,8.4,0.69584966,0.98595014,12.468967,14.589496,0.8819088034238822
ngc6402,8.4,0.69584966,0.98595014,12.468967,14.589496,0.8819088034238822
ngc6809,5.1,1.2250545,0.98857681,18.522859,17.263123,0.7232879398090077
ngc6809,5.1,1.2250545,0.98857681,18.522859,17.263123,0.7232879398090077
ngc5024,18.1,0.041248961,0.55431023,13.38759,16.758747,0.4896264225512399
ngc6316,10.9,0.081597879,0.79616015,21.910172,7.6559795,0.5749523649011171
ngc6316,10.9,0.081597879,0.79616015,21.910172,7.6559795,0.5749523649011171
ngc6266,6.6,0.33018449,0.92403469,17.974388,32.031457,0.4618451354247166
ngc6656,3.1,0.18614593,0.8383201,13.294285,28.189085,0.34009138438018194
ngc104,4.1,0.58370286,0.96706162,18.15287,17.880498,0.5272151491767868
ngc2808,8.9,0.21977804,0.90935589,19.041063,18.521494,0.4926573686709507
ngc6266,6.6,0.47154705,0.96497816,18.814877,15.582771,0.5725674919423711
ngc6266,6.6,0.47154705,0.96497816,18.814877,15.582771,0.5725674919423711
ngc6388,10.9,0.23014846,0.93429853,17.517704,13.73877,0.5914250797326608
ngc7078,10,0.27197702,0.9342113,17.480134,19.140029,0.5183467696586892
ngc6715,25.4,0.17916409,0.93201141,14.573491,16.022712,0.5908310869519775
ngc6388,10.9,0.21977804,0.90935589,19.041063,18.521494,0.402261521208391
ngc6441,9.2,0.21675046,0.90618527,17.69228,17.575803,0.36324910005436106
ngc6715,25.4,0.12474275,0.86053866,17.480134,19.140029,0.3958329600721703
ngc104,4.1,0.31631003,0.85492585,34.500001,34.67256,0.17194695782414512
ngc7078,10,0.21675046,0.90618527,17.69228,17.575803,0.3341891720500122
ngc5286,11.3,0.11321615,0.86476686,12.098974,11.154344,0.3682854349563029
ngc5286,11.3,0.11321615,0.86476686,12.098974,11.154344,0.3682854349563029
ngc5286,11.3,0.11321615,0.86476686,12.098974,11.154344,0.3682854349563029
ngc5904,7,0.20232501,0.91625543,12.472309,12.376685,0.33184291680948586
ngc6402,8.4,0.041654992,0.42562971,11.716495,13.329544,0.1719853567674187
ngc362,8,0.20232501,0.91625543,12.472309,12.376685,0.2903625522083002
ngc362,8,0.20232501,0.91625543,12.472309,12.376685,0.2903625522083002
ngc6388,10.9,0.38579739,0.95046163,18.15287,17.880498,0.27463794408477743
ngc6715,25.4,0.13558977,0.8560766,19.041063,18.521494,0.2629352836232095
ngc6715,25.4,0.13558977,0.8560766,19.041063,18.521494,0.2629352836232095
ngc7078,10,0.28053854,0.91343945,20.091546,19.589402,0.19909850454104855
ngc6441,9.2,0.58370286,0.96706162,18.15287,17.880498,0.23495457735052455
ngc6139,9.1,0.13746859,0.88803106,11.22805,8.5525656,0.23077826862572504
ngc7078,10,0.52316969,0.96118874,19.041063,18.521494,0.217324741117075
ngc6864,17.7,0.11321615,0.86476686,12.098974,11.154344,0.23512007994385434
ngc6517,10.1,0.13746859,0.88803106,11.22805,8.5525656,0.20792893509842542
ngc6517,10.1,0.13746859,0.88803106,11.22805,8.5525656,0.20792893509842542
ngc6541,7.2,3.9056614,0.99801138,11.08912,11.929645,0.3465174181751257
ngc6553,4.1,0.11284229,0.84279791,7.4728208,7.9253865,0.15050644700585072
ngc6553,4.1,0.11284229,0.84279791,7.4728208,7.9253865,0.15050644700585072
ngc6441,9.2,0.55871601,0.96452452,13.665796,20.557681,0.17597924058064313
ngc5272,9.7,0.18614593,0.8383201,13.294285,28.189085,0.10868899913181071
ngc6356,13.8,0.20232501,0.91625543,12.472309,12.376685,0.1683261172222029
ngc6356,13.8,0.20232501,0.91625543,12.472309,12.376685,0.1683261172222029
ngc5986,10,0.18614593,0.8383201,13.294285,28.189085,0.10542832915785644
ngc5986,10,0.18614593,0.8383201,13.294285,28.189085,0.10542832915785644
ngc6779,9.7,0.44678329,0.95496708,17.13311,13.975247,0.14098529201433815
ngc6273,8.3,0.44142563,0.9605623,11.716495,13.329544,0.1463171602411632
ngc6273,8.3,0.44142563,0.9605623,11.716495,13.329544,0.1463171602411632
ngc104,4.1,0.61231316,0.95293042,17.104374,18.781211,0.09532630614948712
ngc6517,10.1,3.9056614,0.99801138,11.08912,11.929645,0.2470223179070203
ngc6205,6.8,0.16673622,0.76718868,16.123803,28.189085,0.06824155544875504
ngc5986,10,0.22870261,0.8681624,13.294285,28.189085,0.09110468183313626
ngc2808,8.9,0.47318037,0.95136309,13.665796,20.557681,0.1133766206046654
ngc6316,10.9,3.9056614,0.99801138,11.08912,11.929645,0.22889223952852342
ngc5139,4.9,0.27933239,0.88097198,17.741906,17.981941,0.07191849002487123
ngc6864,17.7,0.20232501,0.91625543,12.472309,12.376685,0.13123731173256498
ngc6864,17.7,0.20232501,0.91625543,12.472309,12.376685,0.13123731173256498
ngc6864,17.7,0.20232501,0.91625543,12.472309,12.376685,0.13123731173256498
ngc2419,90.4,0.46137434,0.97430833,20.572201,19.255507,0.19426202720632374
ngc7089,11.1,0.22870261,0.8681624,13.294285,28.189085,0.08207628993976238
ngc5139,4.9,0.29229151,0.88602651,17.741906,17.981941,0.06910521290184161
Djor2,13.2,0.18614593,0.8383201,13.294285,28.189085,0.07986994633170938
pal_6,6.2,0.11284229,0.84279791,7.4728208,7.9253865,0.09952845689096566
pal_6,6.2,0.11284229,0.84279791,7.4728208,7.9253865,0.09952845689096566
ngc6553,4.1,0.15872244,0.87904206,7.4728208,7.9253865,0.08512743195440839
ngc6553,4.1,0.15872244,0.87904206,7.4728208,7.9253865,0.08512743195440839
ngc6553,4.1,0.15872244,0.87904206,7.4728208,7.9253865,0.08512743195440839
Djor2,13.2,0.22870261,0.8681624,13.294285,28.189085,0.06901869835843662
Djor1,8.8,0.36148361,0.93806519,13.787359,13.549941,0.07756207275707101
Djor1,8.8,0.1724546,0.846217,13.787359,13.549941,0.062234707215173254
ngc5986,10,0.16673622,0.76718868,16.123803,28.189085,0.04640425770515347
ngc5139,4.9,0.41867638,0.91898729,19.087006,16.587566,0.04912060238777262
ngc5904,7,0.24117862,0.89287959,11.80755,14.001495,0.057244653343783244
ngc5139,4.9,1.4858342,0.98122876,14.883745,24.711682,0.06266060485814347
ngc5139,4.9,0.45390632,0.92510474,19.087006,16.587566,0.046158924485642065
ngc5824,32.2,0.092261053,0.81155488,11.506553,10.503767,0.07643763383902087
ngc5024,18.1,0.27572435,0.92056293,13.38759,16.758747,0.06838144079978369
pal_6,6.2,0.15872244,0.87904206,7.4728208,7.9253865,0.056293946937592584
pal_6,6.2,0.15872244,0.87904206,7.4728208,7.9253865,0.056293946937592584
ngc5024,18.1,1.0406793,0.98432595,15.027593,13.553858,0.06856646301589145
ngc1851,11.7,0.24571438,0.89931606,13.217814,12.306877,0.03968731356982881
ngc5024,18.1,0.42511023,0.94795561,13.38759,16.758747,0.048015735180704566
ngc5024,18.1,0.42511023,0.94795561,13.38759,16.758747,0.048015735180704566
ngc5286,11.3,0.24117862,0.89287959,11.80755,14.001495,0.03546128968198959
ngc6388,10.9,0.61231316,0.95293042,17.104374,18.781211,0.035856683964485984
ngc6388,10.9,0.54402145,0.92154991,18.336745,34.500001,0.022521558251838335
ngc6356,13.8,0.24117862,0.89287959,11.80755,14.001495,0.02903714300046974
ngc7078,10,0.49546991,0.93846107,13.773789,19.399283,0.026466797301526717
ngc2419,90.4,0.579213,0.96466666,25.647579,20.968301,0.04252925574791612
ngc6388,10.9,0.49546991,0.93846107,13.773789,19.399283,0.024281465414244696
ngc7078,10,0.55104033,0.94454392,13.773789,19.399283,0.024221200886857957
ngc6779,9.7,0.21994842,0.81637862,10.938384,26.941106,0.01724705188931599
ngc6779,9.7,0.21994842,0.81637862,10.938384,26.941106,0.01724705188931599
ngc6779,9.7,0.21994842,0.81637862,10.938384,26.941106,0.01724705188931599
ngc5139,4.9,0.2604006,0.81391226,18.47032,17.787918,0.013455673545530077
ngc2808,8.9,0.63791048,0.95371866,14.866223,15.995417,0.02300122650958633
ngc6266,6.6,0.13733122,0.51889348,17.946552,34.500001,0.009958095242957038
ngc2808,8.9,0.43783856,0.91652178,17.477457,17.781952,0.017938452704869396
ngc6388,10.9,1.4223779,0.97859747,19.960186,18.600139,0.019353318309198723
ngc6388,10.9,0.43783856,0.91652178,17.477457,17.781952,0.014646993492966746
ngc2808,8.9,0.60683848,0.94705414,14.866223,15.995417,0.016290336677796134
ngc2808,8.9,0.3430166,0.87592526,18.130252,18.229019,0.011588605657983204
ngc6441,9.2,0.33584168,0.8733995,18.130252,18.229019,0.011424180718067504
ngc6266,6.6,0.93430711,0.9560822,19.290122,19.16144,0.011144650369989724
ngc4372,4.6,2.3248541,0.98650714,13.769064,17.87054,0.014012304037386677
ngc4372,4.6,2.3248541,0.98650714,13.769064,17.87054,0.014012304037386677
ngc6553,4.1,0.19691722,0.84821618,8.2152713,7.5395583,0.010641092812341298
ngc1851,11.7,0.5982159,0.95717908,13.755997,10.472543,0.014903588504953635
ngc6254,4.1,0.24912778,0.79401428,16.283503,13.537561,0.006296873688919988
ngc104,4.1,0.33807907,0.83970921,13.665796,20.557681,0.0062444216336023
ngc104,4.1,0.34118911,0.84108182,13.665796,20.557681,0.006190977654792708
ngc104,4.1,0.34736864,0.85193904,15.164972,16.633379,0.006348551275258941
ngc4833,5.7,2.3248541,0.98650714,13.769064,17.87054,0.011308175188066441
ngc6341,8,0.24296392,0.89734911,9.5015537,6.3775923,0.010845891825660989
ngc362,8,0.24296392,0.89734911,9.5015537,6.3775923,0.010845891825660989
ngc104,4.1,0.50914831,0.89559954,16.660664,18.753754,0.006154390261139242
ngc1851,11.7,0.4186224,0.92350152,12.954063,13.301123,0.009458814091169263
ngc1851,11.7,0.4186224,0.92350152,12.954063,13.301123,0.009458814091169263
ngc2808,8.9,0.54158459,0.92457616,17.69228,15.78412,0.007718027725678797
ngc6441,9.2,0.53323523,0.92342785,17.69228,15.78412,0.007567379133841896
ngc6441,9.2,0.54861036,0.92551609,17.69228,15.78412,0.007390998646741408
ngc6715,25.4,0.52467363,0.94181502,13.773789,19.399283,0.009934963941347673
ngc6715,25.4,0.64475487,0.93250208,18.336745,34.500001,0.007828743748642423
ngc6715,25.4,0.64475487,0.93250208,18.336745,34.500001,0.007828743748642423
ngc7078,10,0.54158459,0.92457616,17.69228,15.78412,0.006869044675854129
pal_6,6.2,0.19691722,0.84821618,8.2152713,7.5395583,0.007036851698483761
pal_6,6.2,0.19691722,0.84821618,8.2152713,7.5395583,0.007036851698483761
ngc6218,5.4,0.24912778,0.79401428,16.283503,13.537561,0.004780959652698506
ngc4372,4.6,2.2907924,0.98344801,13.970365,18.539593,0.006538233214240022
ngc6266,6.6,0.33215946,0.84555624,15.164972,16.633379,0.004110935012565264
ngc6266,6.6,0.33870107,0.84836755,15.164972,16.633379,0.004037081148985297
ngc6656,3.1,0.23685954,0.66156485,13.294285,28.189085,0.0026687378890390074
ngc6266,6.6,0.34953118,0.85280413,15.164972,16.633379,0.00392128974078716
ngc6266,6.6,0.34953118,0.85280413,15.164972,16.633379,0.00392128974078716
ngc6584,12.5,2.9050986,0.99120207,13.818573,15.729059,0.008647499243041519
ngc6218,5.4,0.39288021,0.86583973,15.699217,15.73559,0.003804458224510743
ngc6218,5.4,0.39288021,0.86583973,15.699217,15.73559,0.003804458224510743
ngc6779,9.7,0.63253132,0.9279803,10.938384,26.941106,0.004815881111649462
ngc6779,9.7,0.63253132,0.9279803,10.938384,26.941106,0.004815881111649462
ngc5927,7,0.24912778,0.79401428,16.283503,13.537561,0.003688168874938848
ngc6266,6.6,0.50914831,0.89559954,16.660664,18.753754,0.0038231818288895288
ngc4590,9.9,2.3248541,0.98650714,13.769064,17.87054,0.006510767532523102
ngc4590,9.9,2.3248541,0.98650714,13.769064,17.87054,0.006510767532523102
ngc4833,5.7,2.2907924,0.98344801,13.970365,18.539593,0.005276468909737561
ngc6715,25.4,0.34363363,0.89079006,19.16144,13.696489,0.005014339778410469
ngc2419,90.4,0.62483554,0.9584595,18.963274,19.244344,0.00827019714773077
ngc6715,25.4,0.13378131,0.50916762,17.946552,34.500001,0.002697564857724633
ngc6388,10.9,0.51140919,0.87586139,17.974388,32.031457,0.003044155209326212
ngc2808,8.9,0.70913059,0.93551108,15.530645,17.575803,0.0036084515895528995
ngc6760,6.9,0.39288021,0.86583973,15.699217,15.73559,0.0029774020887475394
ngc6760,6.9,0.39288021,0.86583973,15.699217,15.73559,0.0029774020887475394
ngc6760,6.9,0.39288021,0.86583973,15.699217,15.73559,0.0029774020887475394
ngc5927,7,0.39288021,0.86583973,15.699217,15.73559,0.002934867773194002
ngc5927,7,0.39288021,0.86583973,15.699217,15.73559,0.002934867773194002
ngc6441,9.2,0.70293225,0.93475884,15.530645,17.575803,0.003467139252211976
ngc6441,9.2,0.71435644,0.935972,15.530645,17.575803,0.003469853096487156
ngc1851,11.7,0.75865149,0.95920226,12.304534,10.965268,0.004734245066843335
ngc2808,8.9,0.34118911,0.84108182,13.665796,20.557681,0.0028520234140056275
ngc6139,9.1,2.5633249,0.99096184,9.2193893,11.641186,0.006141691610902915
ngc6864,17.7,0.24296392,0.89734911,9.5015537,6.3775923,0.004902098000298755
ngc7078,10,0.31975078,0.83992772,15.164972,16.633379,0.002811578394576814
ngc7078,10,0.3278592,0.84365087,15.164972,16.633379,0.0027463992570483397
ngc7078,10,0.70913059,0.93551108,15.530645,17.575803,0.0032115219147020803
ngc5824,32.2,0.30015349,0.90829583,11.506553,10.503767,0.004702933832835063
ngc6517,10.1,2.5633249,0.99096184,9.2193893,11.641186,0.0055336033325956956
ngc6517,10.1,2.5633249,0.99096184,9.2193893,11.641186,0.0055336033325956956
ngc6266,6.6,0.23546068,0.74470913,14.573491,16.022712,0.002059688302304278
ngc2419,90.4,0.36599325,0.90178566,24.931639,18.233254,0.004223867377635949
ngc6715,25.4,0.3401714,0.80550242,33.503586,22.979194,0.002211578725765073
ngc6715,25.4,0.3401714,0.80550242,33.503586,22.979194,0.002211578725765073
ngc5139,4.9,1.6742585,0.96666354,16.584328,22.06651,0.002320651265074518
ngc6254,4.1,0.21671388,0.67994876,16.283503,13.537561,0.0015571588141223486
ngc5824,32.2,0.4186224,0.92350152,12.954063,13.301123,0.003436898287785105
ngc4590,9.9,2.2907924,0.98344801,13.970365,18.539593,0.0030379669480307173
ngc6715,25.4,0.93430711,0.9560822,19.290122,19.16144,0.002895854033146936
ngc6715,25.4,0.53323523,0.92342785,17.69228,15.78412,0.0027409404736750175
ngc6333,8.1,0.6460348,0.92689484,13.926914,14.63874,0.0021896857568780184
ngc6333,8.1,0.6460348,0.92689484,13.926914,14.63874,0.0021896857568780184
ngc6333,8.1,0.6460348,0.92689484,13.926914,14.63874,0.0021896857568780184
ngc6715,25.4,0.54158459,0.92457616,17.69228,15.78412,0.0027043482975803662
ngc6287,8.2,0.6460348,0.92689484,13.926914,14.63874,0.002162982272038043
ngc6287,8.2,0.6460348,0.92689484,13.926914,14.63874,0.002162982272038043
ngc6205,6.8,0.35151111,0.84459142,14.169977,13.447408,0.0017414275702143417
ngc6934,14.4,0.24912778,0.79401428,16.283503,13.537561,0.0017928598697619404
ngc5139,4.9,0.63925626,0.88650272,21.190868,17.653018,0.001368860939462378
ngc6656,3.1,0.19486661,0.5836503,14.371634,15.72338,0.001029954621923836
ngc6441,9.2,0.37631531,0.85187953,14.876425,15.743232,0.0016014251538460406
ngc6441,9.2,0.37913045,0.85291822,14.876425,15.743232,0.001590453639033387
ngc6441,9.2,0.38203264,0.85397394,14.876425,15.743232,0.0015793232891399649
ngc7078,10,0.23002556,0.7393242,14.573491,16.022712,0.0013945638485537495
ngc7078,10,0.3356765,0.7985854,18.318562,19.850308,0.001342806577084619
ngc7078,10,0.2335823,0.7428731,14.573491,16.022712,0.0013713171144672594
ngc6656,3.1,5.1102989,0.99189854,15.017643,12.558685,0.0020375708937965405
ngc7078,10,0.37377668,0.85093024,14.876425,15.743232,0.001482552099181313
ngc7078,10,0.37913045,0.85291822,14.876425,15.743232,0.0014632173479107165
ngc2419,90.4,0.41867638,0.91898729,19.087006,16.587566,0.002662510527655818
ngc104,4.1,0.42443935,0.81676766,17.52498,17.622105,0.0010762830251133562
ngc2419,90.4,1.4858342,0.98122876,14.883745,24.711682,0.003396426590762201
ngc2419,90.4,0.45390632,0.92510474,19.087006,16.587566,0.002501977101544758
ngc6934,14.4,0.39288021,0.86583973,15.699217,15.73559,0.001426671834191529
ngc5272,9.7,0.34865812,0.84339545,14.169977,13.447408,0.0012301206999735471
ngc2808,8.9,0.4097277,0.76142316,33.503586,22.979194,0.0008417128876213418
ngc5927,7,0.21671388,0.67994876,16.283503,13.537561,0.0009120501625573755
ngc2419,90.4,0.75296322,0.94471739,19.561224,29.350005,0.0019590156517192174
ngc7078,10,0.31318021,0.77112132,19.16144,17.766979,0.0009384680358825407
ngc1904,12.2,0.072525599,0.46051361,6.2497338,7.842209,0.00110379225818215
ngc6656,3.1,1.6175116,0.96291418,17.170748,12.732508,0.0010911928258049684
ngc5986,10,0.23685954,0.66156485,13.294285,28.189085,0.0008273087456020919
ngc6205,6.8,0.39300706,0.84560407,14.169977,13.447408,0.0009758422041712425
ngc7089,11.1,0.34865812,0.84339545,14.169977,13.447408,0.0010749703414183243
ngc6388,10.9,0.31318021,0.77112132,19.16144,17.766979,0.0008609798494335237
ngc6656,3.1,0.28319709,0.62282614,13.287535,28.189085,0.0005831807948164443
ngc7089,11.1,0.23368217,0.65766405,13.294285,28.189085,0.0007581327355862374
ngc3201,4.9,1.8346005,0.97047105,13.73585,16.660872,0.0010934318488900008
ngc6715,25.4,0.84670883,0.94944287,18.235631,14.295169,0.0014107951522293102
ngc6715,25.4,0.31671221,0.83848656,15.164972,16.633379,0.001116902878771642
ngc6341,8,0.43561896,0.87367877,12.258291,13.329411,0.0009619217525982937
ngc6388,10.9,0.4097277,0.76142316,33.503586,22.979194,0.000687270155947701
ngc6715,25.4,0.70913059,0.93551108,15.530645,17.575803,0.001264378706575622
ngc5824,32.2,0.75865149,0.95920226,12.304534,10.965268,0.0017202070584492865
ngc5824,32.2,0.75865149,0.95920226,12.304534,10.965268,0.0017202070584492865
ngc6715,25.4,0.70293225,0.93475884,15.530645,17.575803,0.001255814217336621
ngc6715,25.4,0.33215946,0.84555624,15.164972,16.633379,0.0010681957119264077
ngc5904,7,0.2984487,0.81471355,12.291346,10.238011,0.0008630102217119762
ngc5904,7,0.2984487,0.81471355,12.291346,10.238011,0.0008630102217119762
ngc1851,11.7,0.19588138,0.71542784,13.755997,10.30256,0.0007917292674617797
ngc6266,6.6,0.42443935,0.81676766,17.52498,17.622105,0.0006686000610552665
ngc104,4.1,0.31472258,0.60693732,34.604231,17.557769,0.00045934180153010704
ngc6440,7.5,0.24578966,0.82384498,5.5410106,10.913817,0.0008949469310506571
ngc6656,3.1,0.38388397,0.77961767,14.75027,14.868473,0.0005526834240401955
ngc104,4.1,0.31423492,0.59923113,34.604231,17.557769,0.0004202524450095636
ngc104,4.1,1.5361336,0.95552025,14.627648,18.254996,0.0006490844701534768
ngc2419,90.4,0.20825894,0.7715249,18.47032,17.787918,0.0009134670040930413
ngc6266,6.6,0.58026407,0.87439035,15.331738,17.243892,0.0005782315342009342
ngc6266,6.6,0.58296742,0.87494571,15.331738,17.243892,0.0005757985295009097
ngc6139,9.1,0.24578966,0.82384498,5.5410106,10.913817,0.0007375936244923
ngc5286,11.3,0.43561896,0.87367877,12.258291,13.329411,0.0006810065505120663
ngc6558,8.7,0.76071291,0.90624125,12.21014,25.721766,0.0005996826906499447
ngc6558,8.7,0.76071291,0.90624125,12.21014,25.721766,0.0005996826906499447
ngc6304,5.6,0.31549956,0.84449946,9.4306942,7.2883948,0.000650316456331121
ngc2419,90.4,0.23288909,0.79370458,18.47032,17.787918,0.0008146837886941361
ngc6517,10.1,0.24578966,0.82384498,5.5410106,10.913817,0.0006645645527603884
ngc6553,4.1,0.17844137,0.68406777,7.4728208,7.9253865,0.0004821685425155643
ngc6205,6.8,0.20076928,0.58382538,14.371634,15.72338,0.00039952263082753596
ngc6715,25.4,0.23546068,0.74470913,14.573491,16.022712,0.0005351945982365446
ngc2419,90.4,0.27014921,0.8201594,18.47032,17.787918,0.0007037625904809388
ngc1904,12.2,0.2753743,0.86030259,7.6184143,6.9639838,0.0006614245804674148
ngc6934,14.4,0.21671388,0.67994876,16.283503,13.537561,0.0004433577179098354
ngc6934,14.4,0.21671388,0.67994876,16.283503,13.537561,0.0004433577179098354
ngc6355,6.8,0.31549956,0.84449946,9.4306942,7.2883948,0.0005355547287432759
ngc6656,3.1,0.46179028,0.75456675,27.353741,13.36061,0.00031779042629670695
ngc6715,25.4,0.38203264,0.85397394,14.876425,15.743232,0.0005720383566963653
ngc6205,6.8,0.41617501,0.77585989,23.661433,14.813345,0.0003520048725073488
ngc1851,11.7,0.37545085,0.8617485,9.9961517,11.522331,0.0005167410399460765
ngc1851,11.7,0.37545085,0.8617485,9.9961517,11.522331,0.0005167410399460765
ngc6266,6.6,0.31554023,0.60776784,34.604231,17.557769,0.00028431913355419163
ngc6624,7.4,0.31549956,0.84449946,9.4306942,7.2883948,0.0004921313723586865
ngc5272,9.7,0.19486661,0.5836503,14.371634,15.72338,0.000329160755460195
ngc6388,10.9,1.3981042,0.93569604,18.700412,36.604936,0.0003942598828437752
ngc6266,6.6,0.31423492,0.59923113,34.604231,17.557769,0.00026106591280897136
ngc7078,10,0.57240075,0.87274663,15.331738,17.243892,0.0003890787441858351
ngc6356,13.8,0.2984487,0.81471355,12.291346,10.238011,0.00043775880811477036
ngc7078,10,0.57510625,0.873317,15.331738,17.243892,0.0003843831688787353
ngc7078,10,0.57848106,0.87402136,15.331738,17.243892,0.0003817222217484053
ngc5272,9.7,5.1102989,0.99189854,15.017643,12.558685,0.0006511824505947708
ngc5272,9.7,5.1102989,0.99189854,15.017643,12.558685,0.0006511824505947708
ngc6093,8.4,0.31549956,0.84449946,9.4306942,7.2883948,0.000433544304220747
ngc6093,8.4,0.31549956,0.84449946,9.4306942,7.2883948,0.000433544304220747
ngc5139,4.9,1.6779838,0.94824764,25.741514,15.423422,0.0003387068461595562
ngc104,4.1,0.29018057,0.60066624,18.659415,18.78171,0.00023271902919081602
ngc6760,6.9,0.4378366,0.80942806,15.699217,15.73559,0.0003112841041163153
ngc6864,17.7,0.43561896,0.87367877,12.258291,13.329411,0.0004347668938297372
ngc5927,7,0.4378366,0.80942806,15.699217,15.73559,0.0003068371883432251
ngc6388,10.9,0.57240075,0.87274663,15.331738,17.243892,0.00035695297631727985
ngc1851,11.7,0.30774759,0.79347985,12.092682,12.67822,0.0003615434961656135
ngc1851,11.7,0.30774759,0.79347985,12.092682,12.67822,0.0003615434961656135
ngc2808,8.9,0.54787084,0.86546015,14.876425,15.743232,0.00034101061278954105
ngc2808,8.9,0.43599756,0.7978618,18.130252,18.229019,0.0002988518836277181
ngc6656,3.1,0.56792476,0.84063204,12.765775,15.72338,0.00027323284165554494
ngc6402,8.4,0.69944414,0.89996856,15.409426,14.216402,0.0003481216154735235
ngc6441,9.2,0.54855878,0.86562038,14.876425,15.743232,0.0003310208288483523
ngc6441,9.2,0.55031526,0.86602776,14.876425,15.743232,0.00032927271528020255
pal_6,6.2,0.17844137,0.68406777,7.4728208,7.9253865,0.000318853391018357
ngc5904,7,0.25279791,0.71269758,12.219805,11.154344,0.00028724709745501484
ngc5904,7,0.25279791,0.71269758,12.219805,11.154344,0.00028724709745501484
ngc6235,9.4,1.7411963,0.96919062,13.682204,13.469288,0.0004228703284166229
ngc6235,9.4,1.7411963,0.96919062,13.682204,13.469288,0.0004228703284166229
ngc6235,9.4,1.7411963,0.96919062,13.682204,13.469288,0.0004228703284166229
ngc6235,9.4,1.7411963,0.96919062,13.682204,13.469288,0.0004228703284166229
ngc6235,9.4,1.7411963,0.96919062,13.682204,13.469288,0.0004228703284166229
ngc6235,9.4,1.7411963,0.96919062,13.682204,13.469288,0.0004228703284166229
ngc6522,6.8,0.42729055,0.86113998,12.122015,8.1089325,0.00033737665315739136
ngc6440,7.5,0.21547979,0.71238098,7.4806133,11.549954,0.0002984459530276129
